Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Updated rust_atomization timestamp.
Found 1 repos that are unatomized
Atomizing repo ID: 2982
STDOUT: SOURCE_PATH: /var/www/html/public/files/uploads/2982
CONTAINER_PATH: /work/2982
REPO_ID: 2982
#0 building with "default" instance using docker driver

#1 [rust-atomizer internal] load .dockerignore
#1 transferring context:
#1 transferring context: 2B 0.0s done
#1 ...

#2 [rust-atomizer internal] load build definition from Dockerfile
#2 transferring dockerfile: 32B 0.2s done
#2 DONE 4.4s

#1 [rust-atomizer internal] load .dockerignore
#1 DONE 5.6s

#3 [rust-atomizer internal] load metadata for docker.io/library/debian:bookworm-slim
#3 DONE 0.0s

#4 [rust-atomizer  1/11] FROM docker.io/library/debian:bookworm-slim
#4 DONE 0.0s

#5 [rust-atomizer 10/11] RUN /opt/venv/bin/pip install mysql-connector-python
#5 CACHED

#6 [rust-atomizer  4/11] RUN rustup default stable && rustup update
#6 CACHED

#7 [rust-atomizer  6/11] RUN env     TAG="v0.5.2"     OS="$(uname -s | tr '[:upper:]' '[:lower:]')"     ARCH="$(uname -m | sed -e 's/x86_64/amd64/')"     bash -c 'curl -L "https://github.com/sourcegraph/scip/releases/download/$TAG/scip-$OS-$ARCH.tar.gz"'     | tar xzf - scip     && mv scip /usr/local/bin/     && chmod +x /usr/local/bin/scip
#7 CACHED

#8 [rust-atomizer  7/11] RUN ln -sf /usr/local/bin/rust-analyzer /usr/bin/rust-analyzer &&     ln -sf /usr/local/bin/scip /usr/bin/scip
#8 CACHED

#9 [rust-atomizer  2/11] RUN apt-get update && apt-get install -y     python3     python3-pip     python3-venv     curl     git     build-essential     pkg-config     libssl-dev     && rm -rf /var/lib/apt/lists/*
#9 CACHED

#10 [rust-atomizer  9/11] RUN python3 -m venv /opt/venv
#10 CACHED

#11 [rust-atomizer  8/11] RUN cargo --version && which rust-analyzer && which scip && rust-analyzer --version && scip --version
#11 CACHED

#12 [rust-atomizer  3/11] RUN curl --proto '=https' --tlsv1.2 -sSf https://sh.rustup.rs | sh -s -- -y
#12 CACHED

#13 [rust-atomizer  5/11] RUN curl -L https://github.com/rust-analyzer/rust-analyzer/releases/latest/download/rust-analyzer-x86_64-unknown-linux-gnu.gz | gunzip -c > /usr/local/bin/rust-analyzer     && chmod +x /usr/local/bin/rust-analyzer
#13 CACHED

#14 [rust-atomizer 11/11] WORKDIR /work
#14 CACHED

#15 [rust-atomizer] exporting to image
#15 exporting layers done
#15 writing image sha256:d72d83d98a8d6c21466b088ca5ddabb2db82519d0527000a7e8c99946aa82b21
#15 writing image sha256:d72d83d98a8d6c21466b088ca5ddabb2db82519d0527000a7e8c99946aa82b21 0.0s done
#15 naming to docker.io/library/rust-atomizer-rust-atomizer done
#15 DONE 2.4s
Attaching to rust-atomizer-1
rust-atomizer-1  | Running: rust-analyzer scip /work/2982
rust-atomizer-1  | Trying to read file: /work/2982/src/bitonic_sort.rs
rust-atomizer-1  | Function: bit_sort, Range: [63, 3, 11]
rust-atomizer-1  | Extracted body for bit_sort, length: 261
rust-atomizer-1  | Trying to read file: /work/2982/src/pancake_sort.rs
rust-atomizer-1  | Function: test_pancake_empty, Range: [63, 7, 25]
rust-atomizer-1  | Extracted body for test_pancake_empty, length: 160
rust-atomizer-1  | Trying to read file: /work/2982/src/insertion_sort.rs
rust-atomizer-1  | Function: test_insertion_empty, Range: [44, 7, 27]
rust-atomizer-1  | Extracted body for test_insertion_empty, length: 164
rust-atomizer-1  | Trying to read file: /work/2982/src/bitonic_sort.rs
rust-atomizer-1  | Function: test_bitonic_bool, Range: [105, 7, 24]
rust-atomizer-1  | Extracted body for test_bitonic_bool, length: 215
rust-atomizer-1  | Trying to read file: /work/2982/src/bingo_sort.rs
rust-atomizer-1  | Function: get_min_max, Range: [44, 3, 14]
rust-atomizer-1  | Extracted body for get_min_max, length: 258
rust-atomizer-1  | Trying to read file: /work/2982/src/merge_sort.rs
rust-atomizer-1  | Function: test_merge_bu_empty, Range: [134, 7, 26]
rust-atomizer-1  | Extracted body for test_merge_bu_empty, length: 169
rust-atomizer-1  | Trying to read file: /work/2982/src/bubble_sort.rs
rust-atomizer-1  | Function: test_bubble, Range: [41, 7, 18]
rust-atomizer-1  | Extracted body for test_bubble, length: 206
rust-atomizer-1  | Trying to read file: /work/2982/src/insertion_sort.rs
rust-atomizer-1  | Function: insertion_sort, Range: [21, 7, 21]
rust-atomizer-1  | Extracted body for insertion_sort, length: 267
rust-atomizer-1  | Trying to read file: /work/2982/src/bingo_sort.rs
rust-atomizer-1  | Function: bingo_sort, Range: [20, 7, 17]
rust-atomizer-1  | Extracted body for bingo_sort, length: 570
rust-atomizer-1  | Trying to read file: /work/2982/src/pancake_sort.rs
rust-atomizer-1  | Function: test_pancake, Range: [57, 7, 19]
rust-atomizer-1  | Extracted body for test_pancake, length: 184
rust-atomizer-1  | Trying to read file: /work/2982/src/heap_sort.rs
rust-atomizer-1  | Function: test_weak_heap_small, Range: [226, 7, 27]
rust-atomizer-1  | Extracted body for test_weak_heap_small, length: 194
rust-atomizer-1  | Trying to read file: /work/2982/src/bubble_sort.rs
rust-atomizer-1  | Function: bubble_sort, Range: [17, 7, 18]
rust-atomizer-1  | Extracted body for bubble_sort, length: 423
rust-atomizer-1  | Trying to read file: /work/2982/src/gnome_sort.rs
rust-atomizer-1  | Function: test_gnome_len1, Range: [89, 7, 22]
rust-atomizer-1  | Extracted body for test_gnome_len1, length: 151
rust-atomizer-1  | Trying to read file: /work/2982/src/selection_sort.rs
rust-atomizer-1  | Function: test_selection_len1, Range: [97, 7, 26]
rust-atomizer-1  | Extracted body for test_selection_len1, length: 159
rust-atomizer-1  | Trying to read file: /work/2982/src/nheap_sort.rs
rust-atomizer-1  | Function: test_heap_empty, Range: [76, 7, 22]
rust-atomizer-1  | Extracted body for test_heap_empty, length: 155
rust-atomizer-1  | Trying to read file: /work/2982/src/cocktail_sort.rs
rust-atomizer-1  | Function: test_cocktail_empty, Range: [62, 7, 26]
rust-atomizer-1  | Extracted body for test_cocktail_empty, length: 162
rust-atomizer-1  | Trying to read file: /work/2982/src/gnome_sort.rs
rust-atomizer-1  | Function: test_gnome, Range: [77, 7, 17]
rust-atomizer-1  | Extracted body for test_gnome, length: 172
rust-atomizer-1  | Trying to read file: /work/2982/src/slow_sort.rs
rust-atomizer-1  | Function: test_slow_empty, Range: [47, 7, 22]
rust-atomizer-1  | Extracted body for test_slow_empty, length: 154
rust-atomizer-1  | Trying to read file: /work/2982/src/oddeven_sort.rs
rust-atomizer-1  | Function: oddeven_batcher_sort, Range: [63, 7, 27]
rust-atomizer-1  | Extracted body for oddeven_batcher_sort, length: 157
rust-atomizer-1  | Trying to read file: /work/2982/src/smooth_sort.rs
rust-atomizer-1  | Function: test_smooth_len1, Range: [144, 7, 23]
rust-atomizer-1  | Extracted body for test_smooth_len1, length: 150
rust-atomizer-1  | Trying to read file: /work/2982/src/bitonic_sort.rs
rust-atomizer-1  | Function: test_bitonic_usize, Range: [93, 7, 25]
rust-atomizer-1  | Extracted body for test_bitonic_usize, length: 190
rust-atomizer-1  | Trying to read file: /work/2982/src/heap_sort.rs
rust-atomizer-1  | Function: test_weak_heap_len1, Range: [244, 7, 26]
rust-atomizer-1  | Extracted body for test_weak_heap_len1, length: 159
rust-atomizer-1  | Trying to read file: /work/2982/src/stooge_sort.rs
rust-atomizer-1  | Function: test_slow_empty, Range: [50, 7, 22]
rust-atomizer-1  | Extracted body for test_slow_empty, length: 156
rust-atomizer-1  | Trying to read file: /work/2982/src/oddeven_sort.rs
rust-atomizer-1  | Function: oddeven_batcher_merge, Range: [79, 3, 24]
rust-atomizer-1  | Extracted body for oddeven_batcher_merge, length: 476
rust-atomizer-1  | Trying to read file: /work/2982/src/quick_sort.rs
rust-atomizer-1  | Function: quick_sort, Range: [35, 7, 17]
rust-atomizer-1  | Extracted body for quick_sort, length: 215
rust-atomizer-1  | Trying to read file: /work/2982/src/merge_sort.rs
rust-atomizer-1  | Function: test_merge_empty, Range: [116, 7, 23]
rust-atomizer-1  | Extracted body for test_merge_empty, length: 156
rust-atomizer-1  | Trying to read file: /work/2982/src/shell_sort.rs
rust-atomizer-1  | Function: test_shell_empty, Range: [82, 7, 23]
rust-atomizer-1  | Extracted body for test_shell_empty, length: 156
rust-atomizer-1  | Trying to read file: /work/2982/src/selection_sort.rs
rust-atomizer-1  | Function: test_selection_double_len1, Range: [115, 7, 33]
rust-atomizer-1  | Extracted body for test_selection_double_len1, length: 173
rust-atomizer-1  | Trying to read file: /work/2982/src/oddeven_sort.rs
rust-atomizer-1  | Function: oddeven_sort, Range: [35, 7, 19]
rust-atomizer-1  | Extracted body for oddeven_sort, length: 620
rust-atomizer-1  | Trying to read file: /work/2982/src/comb_sort.rs
rust-atomizer-1  | Function: test_comb_len1, Range: [67, 7, 21]
rust-atomizer-1  | Extracted body for test_comb_len1, length: 149
rust-atomizer-1  | Trying to read file: /work/2982/src/shell_sort.rs
rust-atomizer-1  | Function: test_correct_gap_sequence, Range: [71, 7, 32]
rust-atomizer-1  | Extracted body for test_correct_gap_sequence, length: 145
rust-atomizer-1  | Trying to read file: /work/2982/src/selection_sort.rs
rust-atomizer-1  | Function: test_selection_empty, Range: [91, 7, 27]
rust-atomizer-1  | Extracted body for test_selection_empty, length: 164
rust-atomizer-1  | Trying to read file: /work/2982/src/bin/leonardo_numbers.rs
rust-atomizer-1  | Function: calculate_fibonacci, Range: [42, 3, 22]
rust-atomizer-1  | Extracted body for calculate_fibonacci, length: 175
rust-atomizer-1  | Trying to read file: /work/2982/src/bingo_sort.rs
rust-atomizer-1  | Function: test_bingo_empty, Range: [65, 7, 23]
rust-atomizer-1  | Extracted body for test_bingo_empty, length: 159
rust-atomizer-1  | Trying to read file: /work/2982/src/comb_sort.rs
rust-atomizer-1  | Function: test_comb, Range: [55, 7, 16]
rust-atomizer-1  | Extracted body for test_comb, length: 202
rust-atomizer-1  | Trying to read file: /work/2982/src/merge_sort.rs
rust-atomizer-1  | Function: test_merge, Range: [110, 7, 17]
rust-atomizer-1  | Extracted body for test_merge, length: 180
rust-atomizer-1  | Trying to read file: /work/2982/src/ksort.rs
rust-atomizer-1  | Function: test_ksort, Range: [71, 7, 17]
rust-atomizer-1  | Extracted body for test_ksort, length: 159
rust-atomizer-1  | Trying to read file: /work/2982/src/merge_sort.rs
rust-atomizer-1  | Function: test_merge_len1, Range: [122, 7, 22]
rust-atomizer-1  | Extracted body for test_merge_len1, length: 151
rust-atomizer-1  | Trying to read file: /work/2982/src/selection_sort.rs
rust-atomizer-1  | Function: test_selection, Range: [85, 7, 21]
rust-atomizer-1  | Extracted body for test_selection, length: 202
rust-atomizer-1  | Trying to read file: /work/2982/src/ksort.rs
rust-atomizer-1  | Function: ksort, Range: [20, 7, 12]
rust-atomizer-1  | Extracted body for ksort, length: 137
rust-atomizer-1  | Trying to read file: /work/2982/src/heap_sort.rs
rust-atomizer-1  | Function: heap_max, Range: [70, 3, 11]
rust-atomizer-1  | Extracted body for heap_max, length: 434
rust-atomizer-1  | Trying to read file: /work/2982/src/stooge_sort.rs
rust-atomizer-1  | Function: stooge_sort_sorting, Range: [26, 3, 22]
rust-atomizer-1  | Extracted body for stooge_sort_sorting, length: 439
rust-atomizer-1  | Trying to read file: /work/2982/src/gnome_sort.rs
rust-atomizer-1  | Function: test_gnome_empty, Range: [83, 7, 23]
rust-atomizer-1  | Extracted body for test_gnome_empty, length: 156
rust-atomizer-1  | Trying to read file: /work/2982/src/cycle_sort.rs
rust-atomizer-1  | Function: test_cycle, Range: [62, 7, 17]
rust-atomizer-1  | Extracted body for test_cycle, length: 194
rust-atomizer-1  | Trying to read file: /work/2982/src/heap_sort.rs
rust-atomizer-1  | Function: test_heap_bottom_up, Range: [208, 7, 26]
rust-atomizer-1  | Extracted body for test_heap_bottom_up, length: 194
rust-atomizer-1  | Trying to read file: /work/2982/src/smooth_sort.rs
rust-atomizer-1  | Function: get_child_trees, Range: [113, 3, 18]
rust-atomizer-1  | Extracted body for get_child_trees, length: 176
rust-atomizer-1  | Trying to read file: /work/2982/src/selection_sort.rs
rust-atomizer-1  | Function: selection_double_sort, Range: [51, 7, 28]
rust-atomizer-1  | Extracted body for selection_double_sort, length: 617
rust-atomizer-1  | Trying to read file: /work/2982/src/nheap_sort.rs
rust-atomizer-1  | Function: nheap_sift, Range: [35, 3, 13]
rust-atomizer-1  | Extracted body for nheap_sift, length: 585
rust-atomizer-1  | Trying to read file: /work/2982/src/slow_sort.rs
rust-atomizer-1  | Function: test_slow_len1, Range: [53, 7, 21]
rust-atomizer-1  | Extracted body for test_slow_len1, length: 149
rust-atomizer-1  | Trying to read file: /work/2982/src/bitonic_sort.rs
rust-atomizer-1  | Function: test_bitonic_len1, Range: [123, 7, 24]
rust-atomizer-1  | Extracted body for test_bitonic_len1, length: 155
rust-atomizer-1  | Function: comb_sort, Body length: 542
rust-atomizer-1  | Function: leonardo_generate, Body length: 224
rust-atomizer-1  | Function: test_heap, Body length: 170
rust-atomizer-1  | Function: test_cycle_len1, Body length: 151
rust-atomizer-1  | Function: gnome_sort, Body length: 297
rust-atomizer-1  | Function: test_bitonic_char, Body length: 199
rust-atomizer-1  | Function: test_quick_dual, Body length: 182
rust-atomizer-1  | Function: test_insertion_len1, Body length: 159
rust-atomizer-1  | Function: flip, Body length: 95
rust-atomizer-1  | Function: heap_sort, Body length: 277
rust-atomizer-1  | Function: test_quick_empty, Body length: 156
rust-atomizer-1  | Function: compare_and_swap, Body length: 245
rust-atomizer-1  | Function: test_selection_double, Body length: 216
rust-atomizer-1  | Function: pancake_sort, Body length: 278
rust-atomizer-1  | Function: test_slow, Body length: 170
rust-atomizer-1  | Function: slow_sort_sorting, Body length: 333
rust-atomizer-1  | Function: restore_heap, Body length: 1004
rust-atomizer-1  | Function: test_gnome_up_empty, Body length: 162
rust-atomizer-1  | Function: calculate_powers_of_two, Body length: 208
rust-atomizer-1  | Function: test_heap_bottom_up_empty, Body length: 174
rust-atomizer-1  | Function: get_flag, Body length: 81
rust-atomizer-1  | Function: test_quick_dual_len1, Body length: 161
rust-atomizer-1  | Function: test_heap_len1, Body length: 149
rust-atomizer-1  | Function: test_weak_heap_empty, Body length: 164
rust-atomizer-1  | Function: test_heap_len1, Body length: 150
rust-atomizer-1  | Function: ksort_lr, Body length: 1005
rust-atomizer-1  | Function: test_pancake_len1, Body length: 155
rust-atomizer-1  | Function: test_gnome_up, Body length: 178
rust-atomizer-1  | Function: gnome_up_sort, Body length: 439
rust-atomizer-1  | Function: test_slow_len1, Body length: 151
rust-atomizer-1  | Function: test_quick, Body length: 172
rust-atomizer-1  | Function: test_merge_bu, Body length: 193
rust-atomizer-1  | Function: dual_pivot, Body length: 1013
rust-atomizer-1  | Function: bench, Body length: 1201
rust-atomizer-1  | Function: test_shell_len1, Body length: 151
rust-atomizer-1  | Function: main, Body length: 397
rust-atomizer-1  | Function: test_bitonic_empty, Body length: 162
rust-atomizer-1  | Function: test_heap_empty, Body length: 154
rust-atomizer-1  | Function: test_bingo, Body length: 180
rust-atomizer-1  | Function: benches, Body length: 59
rust-atomizer-1  | Function: test_smooth_empty, Body length: 158
rust-atomizer-1  | Function: new, Body length: 60
rust-atomizer-1  | Function: test_weak_heap_big, Body length: 218
rust-atomizer-1  | Function: nheap_sort, Body length: 329
rust-atomizer-1  | Function: test_ksort_empty, Body length: 151
rust-atomizer-1  | Function: test_selection_double_empty, Body length: 178
rust-atomizer-1  | Function: slow_sort, Body length: 136
rust-atomizer-1  | Function: test_quick_dual_longer, Body length: 205
rust-atomizer-1  | Function: smooth_sort, Body length: 1030
rust-atomizer-1  | Function: test_buble_len, Body length: 151
rust-atomizer-1  | Function: quick_dual_sort, Body length: 141
rust-atomizer-1  | Function: largest_pancake, Body length: 287
rust-atomizer-1  | Function: oddeven_batcher_sort_ranges, Body length: 331
rust-atomizer-1  | Function: calculate_leonardo, Body length: 173
rust-atomizer-1  | Function: hbu_sift, Body length: 361
rust-atomizer-1  | Function: next, Body length: 168
rust-atomizer-1  | Function: lomuto_partition, Body length: 369
rust-atomizer-1  | Function: test_oddeven, Body length: 176
rust-atomizer-1  | Function: test_cycle_empty, Body length: 156
rust-atomizer-1  | Function: heap_bottom_up_sort, Body length: 334
rust-atomizer-1  | Function: test_ksort_len1, Body length: 146
rust-atomizer-1  | Function: test_quick_dual_empty, Body length: 166
rust-atomizer-1  | Function: test_smooth_01, Body length: 206
rust-atomizer-1  | Function: selection_sort, Body length: 528
rust-atomizer-1  | Function: merge, Body length: 599
rust-atomizer-1  | Function: test_oddeven_batcher, Body length: 192
rust-atomizer-1  | Function: test_merge_bu_len1, Body length: 164
rust-atomizer-1  | Function: weak_heap_sort, Body length: 785
rust-atomizer-1  | Function: test_oddeven_batcher_len1, Body length: 171
rust-atomizer-1  | Function: cycle_sort, Body length: 904
rust-atomizer-1  | Function: test_oddeven_batcher_empty, Body length: 176
rust-atomizer-1  | Function: merge_sort, Body length: 683
rust-atomizer-1  | Function: test_quick_two_elem, Body length: 162
rust-atomizer-1  | Function: test_insertion, Body length: 180
rust-atomizer-1  | Function: test_heap_bottom_up_len1, Body length: 169
rust-atomizer-1  | Function: test_stooge, Body length: 174
rust-atomizer-1  | Function: test_gnome_up_len1, Body length: 157
rust-atomizer-1  | Function: bitonic_sort, Body length: 764
rust-atomizer-1  | Function: test_bingo_len1, Body length: 151
rust-atomizer-1  | Function: stooge_sort, Body length: 140
rust-atomizer-1  | Function: test_shell, Body length: 194
rust-atomizer-1  | Function: test_oddeven_len1, Body length: 155
rust-atomizer-1  | Function: test_ksort_01, Body length: 210
rust-atomizer-1  | Function: test_quick_len1, Body length: 151
rust-atomizer-1  | Function: test_bubble_empty, Body length: 158
rust-atomizer-1  | Function: test_cocktail, Body length: 210
rust-atomizer-1  | Function: test_smooth, Body length: 171
rust-atomizer-1  | Function: test_heap_01, Body length: 190
rust-atomizer-1  | Function: test_oddeven_empty, Body length: 160
rust-atomizer-1  | Function: merge_bottom_up_sort, Body length: 521
rust-atomizer-1  | Function: weak_heap_merge, Body length: 179
rust-atomizer-1  | Function: tog_flag, Body length: 75
rust-atomizer-1  | Function: test_comb_empty, Body length: 154
rust-atomizer-1  | Function: test_cocktail_len1, Body length: 157
rust-atomizer-1  | Function: get_random_vec, Body length: 181
rust-atomizer-1  | Function: hbu_leaf_search, Body length: 516
rust-atomizer-1  | Function: test_heap, Body length: 171
rust-atomizer-1  | Function: sub_sort, Body length: 268
rust-atomizer-1  | Function: shell_sort, Body length: 390
rust-atomizer-1  | Function: test_bitonic_usize_pow_2, Body length: 196
rust-atomizer-1  | Function: cocktail_sort, Body length: 673
rust-atomizer-1  | Function: bit_sort, Body length: 261
rust-atomizer-1  | Function: test_pancake_empty, Body length: 160
rust-atomizer-1  | Function: test_insertion_empty, Body length: 164
rust-atomizer-1  | Function: test_bitonic_bool, Body length: 215
rust-atomizer-1  | Function: get_min_max, Body length: 258
rust-atomizer-1  | Function: test_merge_bu_empty, Body length: 169
rust-atomizer-1  | Function: test_bubble, Body length: 206
rust-atomizer-1  | Function: insertion_sort, Body length: 267
rust-atomizer-1  | Function: bingo_sort, Body length: 570
rust-atomizer-1  | Function: test_pancake, Body length: 184
rust-atomizer-1  | Function: test_weak_heap_small, Body length: 194
rust-atomizer-1  | Function: bubble_sort, Body length: 423
rust-atomizer-1  | Function: test_gnome_len1, Body length: 151
rust-atomizer-1  | Function: test_selection_len1, Body length: 159
rust-atomizer-1  | Function: test_heap_empty, Body length: 155
rust-atomizer-1  | Function: test_cocktail_empty, Body length: 162
rust-atomizer-1  | Function: test_gnome, Body length: 172
rust-atomizer-1  | Function: test_slow_empty, Body length: 154
rust-atomizer-1  | Function: oddeven_batcher_sort, Body length: 157
rust-atomizer-1  | Function: test_smooth_len1, Body length: 150
rust-atomizer-1  | Function: test_bitonic_usize, Body length: 190
rust-atomizer-1  | Function: test_weak_heap_len1, Body length: 159
rust-atomizer-1  | Function: test_slow_empty, Body length: 156
rust-atomizer-1  | Function: oddeven_batcher_merge, Body length: 476
rust-atomizer-1  | Function: quick_sort, Body length: 215
rust-atomizer-1  | Function: test_merge_empty, Body length: 156
rust-atomizer-1  | Function: test_shell_empty, Body length: 156
rust-atomizer-1  | Function: test_selection_double_len1, Body length: 173
rust-atomizer-1  | Function: oddeven_sort, Body length: 620
rust-atomizer-1  | Function: test_comb_len1, Body length: 149
rust-atomizer-1  | Function: test_correct_gap_sequence, Body length: 145
rust-atomizer-1  | Function: test_selection_empty, Body length: 164
rust-atomizer-1  | Function: calculate_fibonacci, Body length: 175
rust-atomizer-1  | Function: test_bingo_empty, Body length: 159
rust-atomizer-1  | Function: test_comb, Body length: 202
rust-atomizer-1  | Function: test_merge, Body length: 180
rust-atomizer-1  | Function: test_ksort, Body length: 159
rust-atomizer-1  | Function: test_merge_len1, Body length: 151
rust-atomizer-1  | Function: test_selection, Body length: 202
rust-atomizer-1  | Function: ksort, Body length: 137
rust-atomizer-1  | Function: heap_max, Body length: 434
rust-atomizer-1  | Function: stooge_sort_sorting, Body length: 439
rust-atomizer-1  | Function: test_gnome_empty, Body length: 156
rust-atomizer-1  | Function: test_cycle, Body length: 194
rust-atomizer-1  | Function: test_heap_bottom_up, Body length: 194
rust-atomizer-1  | Function: get_child_trees, Body length: 176
rust-atomizer-1  | Function: selection_double_sort, Body length: 617
rust-atomizer-1  | Function: nheap_sift, Body length: 585
rust-atomizer-1  | Function: test_slow_len1, Body length: 149
rust-atomizer-1  | Function: test_bitonic_len1, Body length: 155
rust-atomizer-1  | Atoms JSON written to 2982.json
[Krust-atomizer-1 exited with code 0
JSON_PATH: /var/www/html/rust-atomizer/2982.json
Running scripts/populate_atomsdeps_grouped_rust.py with repo_id=2982 and json_path=/var/www/html/rust-atomizer/2982.json
Identified 3 folders containing Rust files
Populating folder structure with 3 folders as molecules for repo 2982
Adding new folder molecules ['src/', 'src/bin/', 'benches/'] in batch
Adding 23 new file molecules in batch
Successfully populated 26 folder and file molecules for repo 2982
Nb of Codes: 24
Populating atoms for benches/sort_benchmark.rs and code_id 32004
Adding atom: bench
Adding atom: benches
Adding atom: get_random_vec
Using existing file molecule: benches/sort_benchmark.rs (ID: 157212)
Inserted 3 atoms for file benches/sort_benchmark.rs
Populating atoms for src/smooth_sort.rs and code_id 32005
Adding atom: smooth_sort/restore_heap
Adding atom: smooth_sort/tests/test_smooth_empty
Adding atom: smooth_sort/smooth_sort
Adding atom: smooth_sort/tests/test_smooth_01
Adding atom: smooth_sort/tests/test_smooth
Adding atom: smooth_sort/tests/test_smooth_len1
Adding atom: smooth_sort/get_child_trees
Using existing file molecule: src/smooth_sort.rs (ID: 157200)
Inserted 7 atoms for file src/smooth_sort.rs
Populating atoms for src/nheap_sort.rs and code_id 32006
Adding atom: nheap_sort/tests/test_heap_len1
Adding atom: nheap_sort/nheap_sort
Adding atom: nheap_sort/tests/test_heap_01
Adding atom: nheap_sort/tests/test_heap
Adding atom: nheap_sort/tests/test_heap_empty
Adding atom: nheap_sort/nheap_sift
Using existing file molecule: src/nheap_sort.rs (ID: 157201)
Inserted 6 atoms for file src/nheap_sort.rs
Populating atoms for src/shell_sort.rs and code_id 32007
Adding atom: shell_sort/test/test_shell_len1
Adding atom: shell_sort/impl/GapSequence/new
Adding atom: shell_sort/impl/GapSequence/Iterator/next
Adding atom: shell_sort/test/test_shell
Adding atom: shell_sort/shell_sort
Adding atom: shell_sort/test/test_shell_empty
Adding atom: shell_sort/test/test_correct_gap_sequence
Using existing file molecule: src/shell_sort.rs (ID: 157205)
Inserted 7 atoms for file src/shell_sort.rs
Populating atoms for bin/powers_of_two.rs and code_id 32008
Adding atom: calculate_powers_of_two
Using existing file molecule: src/bin/powers_of_two.rs (ID: 157211)
Inserted 1 atoms for file src/bin/powers_of_two.rs
Populating atoms for bin/leonardo_numbers.rs and code_id 32009
Adding atom: leonardo_generate
Adding atom: main
Adding atom: calculate_leonardo
Adding atom: calculate_fibonacci
Using existing file molecule: src/bin/leonardo_numbers.rs (ID: 157210)
Inserted 4 atoms for file src/bin/leonardo_numbers.rs
Populating atoms for src/insertion_sort.rs and code_id 32010
Adding atom: insertion_sort/tests/test_insertion_len1
Adding atom: insertion_sort/tests/test_insertion
Adding atom: insertion_sort/tests/test_insertion_empty
Adding atom: insertion_sort/insertion_sort
Using existing file molecule: src/insertion_sort.rs (ID: 157196)
Inserted 4 atoms for file src/insertion_sort.rs
Populating atoms for src/cocktail_sort.rs and code_id 32011
Adding atom: cocktail_sort/tests/test_cocktail
Adding atom: cocktail_sort/tests/test_cocktail_len1
Adding atom: cocktail_sort/cocktail_sort
Adding atom: cocktail_sort/tests/test_cocktail_empty
Using existing file molecule: src/cocktail_sort.rs (ID: 157209)
Inserted 4 atoms for file src/cocktail_sort.rs
Populating atoms for src/slow_sort.rs and code_id 32012
Adding atom: slow_sort/tests/test_slow
Adding atom: slow_sort/slow_sort_sorting
Adding atom: slow_sort/slow_sort
Adding atom: slow_sort/tests/test_slow_empty
Adding atom: slow_sort/tests/test_slow_len1
Using existing file molecule: src/slow_sort.rs (ID: 157199)
Inserted 5 atoms for file src/slow_sort.rs
Populating atoms for src/quick_sort.rs and code_id 32013
Adding atom: quick_sort/tests/test_quick_dual
Adding atom: quick_sort/tests/test_quick_empty
Adding atom: quick_sort/tests/test_quick_dual_len1
Adding atom: quick_sort/tests/test_quick
Adding atom: quick_sort/dual_pivot
Adding atom: quick_sort/tests/test_quick_dual_longer
Adding atom: quick_sort/quick_dual_sort
Adding atom: quick_sort/lomuto_partition
Adding atom: quick_sort/tests/test_quick_dual_empty
Adding atom: quick_sort/tests/test_quick_two_elem
Adding atom: quick_sort/tests/test_quick_len1
Adding atom: quick_sort/quick_sort
Using existing file molecule: src/quick_sort.rs (ID: 157195)
Inserted 12 atoms for file src/quick_sort.rs
Populating atoms for src/gnome_sort.rs and code_id 32014
Adding atom: gnome_sort/gnome_sort
Adding atom: gnome_sort/tests/test_gnome_up_empty
Adding atom: gnome_sort/tests/test_gnome_up
Adding atom: gnome_sort/gnome_up_sort
Adding atom: gnome_sort/tests/test_gnome_up_len1
Adding atom: gnome_sort/tests/test_gnome_len1
Adding atom: gnome_sort/tests/test_gnome
Adding atom: gnome_sort/tests/test_gnome_empty
